,中文,English
25554,整日,All day
25555,大富翁,Monopoly
25556,上过,Been
25557,断言,assertion
25558,契机,Opportunity
25559,別看,Don't look
25560,蒂托,Tito
25561,丟人,Lost
25562,离合器,clutch
25563,灵长类,Primates
25564,鱼饵,Fishing Bait
25565,打捞,salvage
25566,六百万,6 million
25567,运往,Shipping to
25568,多活,Live more
25569,这令,This makes
25570,头像,avatar
25571,征兵,conscription
25572,升到,Rise to
25573,法雷尔,Farrell
25574,恰,just
25575,馅,filling
25576,寶貝兒,Baby
25577,禁欲,Abstinence
25578,时侯,Time
25579,遗传基因,Genetics
25580,别接,Don't answer
25581,牺牲者,Victims
25582,赴约,Keep an appointment
25583,坑里,In the pit
25584,奸细,spy
25585,洗牌,Shuffle
25586,样式,style
25587,簙,scoop
25588,第五集,Episode 5
25589,第十一,eleventh
25590,厮守,Stay Together
25591,反攻,Counterattack
25592,寓所,Residence
25593,拍张,Take a photo
25594,找钱,give change
25595,啧啧,Tsk tsk
25596,留到,Stay
25597,米尔顿,Milton
25598,吶,No
25599,术士,Warlock
25600,用不著,No need
25601,觅,seek
25602,加载,load
25603,寡人,The Widow
25604,花栗鼠,chipmunk
25605,肥沃,Fertile
25606,赛克斯,Sykes
25607,普斯,Pus
25608,皮草,Fur
25609,出远门,Traveling
25610,健在,alive
25611,沒得,No
25612,一元,one yuan
25613,奇遇,Adventure
25614,寇森,Coulson
25615,踌,hesitate
25616,砯,砯
25617,八分,Eight points
25618,饭后,After dinner
25619,大个儿,Big
25620,通风口,Air vents
25621,恩情,Favor
25622,雷管,detonator
25623,逃之夭夭,Run away
25624,宾夕法尼亚,Pennsylvania
25625,困擾,Disturbance
25626,好书,Good Books
25627,跛脚,Lame
25628,暴,Violence
25629,九龙,Kowloon
25630,反思,Reflection
25631,爱斯基摩,Eskimo
25632,十秒钟,Ten seconds
25633,吉妮,Ginny
25634,誓约,pledge
25635,开演,Show starts
25636,那就算了,That's fine.
25637,聲明,Disclaimer
25638,仔细检查,Double check
25639,局長,Director
25640,盗,Pirate
25641,本场,This field
25642,安家,settle down
25643,经济学家,economist
25644,布雷斯,Brace
25645,辦到,To
25646,托付,Entrust
25647,家畜,livestock
25648,手心,Palm
25649,收音,Radio
25650,发出声音,Make a sound
25651,链条,Chain
25652,奸诈,treacherous
25653,卡马,Kama
25654,外国佬,Gringo
25655,老歌,Old Songs
25656,桃乐丝,Dorothy
25657,慈善家,philanthropist
25658,演播室,Studio
25659,铃兰,Lily of the Valley
25660,有神,God
25661,九千,Nine thousand
25662,麦基,Mackey
25663,销售员,Salesperson
25664,之时,When
25665,手来,Hands
25666,猜谜,Guess the Riddle
25667,全力支持,Full support
25668,靓女,pretty girl
25669,不假,True
25670,達成,Achievement
25671,斯特恩,Stern
25672,偷运,Smuggling
25673,劳森,Lawson
25674,這什麼,What is this
25675,正像,Just like
25676,没话,No words
25677,布兰德,Brand
25678,大案,Big Case
25679,卖得,Sell
25680,人敢,People dare
25681,大包,Big Bag
25682,快拉,Quick pull
25683,容量,capacity
25684,牙签,toothpick
25685,天一亮,As soon as daybreak
25686,雨天,rain
25687,某样,Something
25688,心上,Heart
25689,嗚,Woo
25690,写书,Write a book
25691,侍女,maid
25692,布莱特,Bright
25693,這行,This line
25694,停車場,Parking lot
25695,冰水,Ice water
25696,相逢,Encounter
25697,猶豫,Hesitation
25698,修整,Trimming
25699,一員,One member
25700,邦奇,Bunch
25701,霸道,overbearing
25702,召见,Summon
25703,哞,Moo
25704,王先生,Mr. Wang
25705,接种,Vaccination
25706,阿豪,Ah Hao
25707,考克斯,Cox
25708,象牙,ivory
25709,暗指,Alluding to
25710,上苍,God
25711,不可开交,Incompatibility
25712,橡,oak
25713,不敢肯定,Not sure
25714,忍忍,Be patient
25715,抵消,offset
25716,酮,ketone
25717,蜡笔,crayon
25718,科莫,Como
25719,巡游,Cruise
25720,如常,usual
25721,连在一起,Tie it together
25722,垀,可
25723,木棍,Wooden stick
25724,听不进去,Can't listen
25725,别当,Don't be
25726,相好,lover
25727,乘车,By Car
25728,监,Supervisor
25729,暴力行为,Violent behavior
25730,惋惜,regret
25731,再查,Check again
25732,吞没,Engulf
25733,看住,Watch
25734,史帝,Emperor Shi
25735,赛马场,Racecourse
25736,拆穿,expose
25737,以求,In order to
25738,判官,Judge
25739,托利,Tory
25740,雅利安,Aryan
25741,炮手,gunner
25742,拾,pickup
25743,保尔,Paul
25744,马场,Racecourse
25745,警备,guard
25746,乃至,and even
25747,小羊,lamb
25748,生态系统,Ecosystem
25749,阿尔巴尼亚,Albania
25750,佐佐木,Sasaki
25751,创办,Founded
25752,慢吞吞,Slow
25753,无辜者,Innocent
25754,文盲,illiteracy
25755,白菜,Chinese cabbage
25756,清净,Clean
25757,支笔,Pen
25758,暴力犯罪,Violent Crime
25759,久违,Long time no see
25760,蜘蛛网,Spider Web
25761,爱丽斯,Alice
25762,利兰,Leland
25763,海因里希,Heinrich
25764,高呼,Shout
25765,小雨,light rain
25766,道光,Daoguang
25767,學院,College
25768,小乔,Little Joe
25769,前列腺,prostate
25770,守護,Guard
25771,老得,Old
25772,沉着,calm
25773,退款,Refund
25774,空隙,Gap
25775,這個給,This is for
25776,洁净,Clean
25777,银器,silverware
25778,再三,repeatedly
25779,演过,Played
25780,不向,Not
25781,想活,Want to live
25782,哭喊,Cry
25783,契斯,Chase
25784,雷纳,Reina
25785,断层,Fault
25786,出生证明,Birth certificate
25787,作怪,Making trouble
25788,化妆舞会,Masquerade
25789,蠢人,fool
25790,搜过,Searched
25791,东海,East China Sea
25792,推行,Implementation
25793,餐车,dining car
25794,同台,On the same stage
25795,谢丽尔,Cheryl
25796,帮你忙,Help you
25797,找上门,Come to your door
25798,夏绿蒂,Charlotte
25799,称得上,Worthy of
25800,节哀,My condolences
25801,顧問,Consultant
25802,汉姆,Ham
25803,好使,Good
25804,伴着,Accompanied by
25805,團體,Group
25806,組合,Combination
25807,捣毁,Destroy
25808,反应炉,Reactor
25809,希腊神话,Greek Mythology
25810,断头台,guillotine
25811,减去,minus
25812,回乡,Return to hometown
25813,有性,sexual
25814,获得者,Recipient
25815,突如其来,Sudden
25816,另有其,There is another
25817,随处可见,Available everywhere
25818,發覺,Discovery
25819,私刑,Lynching
25820,昨天下午,Yesterday afternoon
25821,蒙住,Blindfold
25822,斐济,Fiji
25823,动乱,turmoil
25824,改改,Change
25825,跛,lame
25826,发动战争,Waging war
25827,過度,Excessive
25828,片中,In the film
25829,軗,軗
25830,替人,Substitute
25831,太阳神,Sun God
25832,女星,Actress
25833,极光,aurora
25834,拉住,Pull
25835,攀爬,Climbing
25836,带动,drive
25837,主耶稣,Lord Jesus
25838,树根,root
25839,晒黑,Tanning
25840,吠,bark
25841,马达加斯加,Madagascar
25842,理他,Ignore him
25843,遗址,Site
25844,教唆,Instigate
25845,连长,Company Commander
25846,老规矩,Old rules
25847,顧客,customer
25848,恶鬼,Devil
25849,站不起来,Can't stand up
25850,痛扁,Beat
25851,阿莉,Ali
25852,衍生,derivative
25853,找人来,Find someone
25854,大石头,Big Stone
25855,意料之外,Unexpected
25856,恐怖电影,Horror Movies
25857,掰掰,Bye
25858,尔塔,Valta
25859,向南,southward
25860,逝者,The deceased
25861,出勤,attendance
25862,摩天大楼,Skyscraper
25863,電,Electricity
25864,柯尔特,Colt
25865,湖畔,Lakeside
25866,历桑,Lisang
25867,农场主,farmer
25868,协议书,Agreement
25869,我忍,I endure
25870,奇诺,Chino
25871,线上,on-line
25872,出格,Out of line
25873,印第安纳州,Indiana
25874,阿桑奇,Assange
25875,温特,Winter
25876,死囚,Death row
25877,不胜感激,Thank you very much
25878,平地,Flatland
25879,围攻,Siege
25880,赤手空拳,unarmed
25881,月台,Platform
25882,采矿,mining
25883,显,Show
25884,新意,Novelty
25885,深表遗憾,Deeply regretful
25886,上点,On point
25887,佛州,Florida
25888,马尔,Mar
25889,三道,Three ways
25890,点钱,Points of money
25891,霍斯,Hawes
25892,祸害,Scourge
25893,我爱上,I love
25894,话剧,Drama
25895,拉过来,pull over
25896,发信号,Signaling
25897,算个,Count
25898,名额,Quota
25899,四分五裂,Fragmented
25900,诗句,verse
25901,撤離,Evacuate
25902,岩,rock
25903,贵国,Your country
25904,巴瑞,Barry
25905,吃力,Difficult
25906,牧羊犬,Shepherd Dog
25907,穴居人,Caveman
25908,節奏,Rhythm
25909,裸女,Nude
25910,劇院,Theater
25911,协作,cooperation
25912,霍恩,Horn
25913,译制,Dubbing
25914,有错,Wrong
25915,神来,God Comes
25916,人質,Hostage
25917,才智,Intelligence
25918,太君,Taijun
25919,偷笑,Snicker
25920,天翻地覆,The world is turning upside down
25921,珍视,value
25922,大名鼎鼎,famous
25923,连衣裙,dress
25924,队列,queue
25925,性变态,Sexual perversion
25926,猥琐,Obscene
25927,犯罪集团,Criminal Groups
25928,短发,Short hair
25929,复出,Comeback
25930,泰拉,Terra
25931,之源,Source
25932,高墙,High Wall
25933,数周,Weeks
25934,孤,solitary
25935,绊脚石,stumbling block
25936,情欲,lust
25937,冷藏,refrigeration
25938,世界级,World Class
25939,殘酷,Cruel
25940,挖个,Dig
25941,扇子,fan
25942,卡米,Kami
25943,几份,A few
25944,這項,This
25945,佛像,Buddha statues
25946,問候,Greetings
25947,犯罪分子,Criminals
25948,马修斯,Matthews
25949,桥下,Under the bridge
25950,雪儿,Cher
25951,拉图,Ratour
25952,睪,Testis
25953,上班族,Office Workers
25954,档次,Grade
25955,订好,Order
25956,笼,cage
25957,多萝西,Dorothy
25958,小蝶,Fluttershy
25959,鬼龍院,Oniryuin
25960,托普,Top
25961,几十个,Dozens
25962,毒虫,poisonous insect
25963,遇刺,Assassination
25964,广播公司,Broadcaster
25965,赶尽杀绝,Kill them all
25966,可大,Can be big
25967,阻断,Blocking
25968,穷光蛋,pauper
25969,调来,Transfer
25970,不灵,Not working
25971,回味,Aftertaste
25972,楞,Leng
25973,沒別,No other
25974,李小龙,Bruce Lee
25975,直截了当,straightforward
25976,鲱鱼,Herring
25977,修饰,Modification
25978,蔓,vine
25979,终究会,Eventually
25980,花花,Huahua
25981,为国,For the country
25982,游戲,Games
25983,生性,Nature
25984,样貌,Appearance
25985,尽责,Responsibility
25986,相助,Help
25987,猜错,Guess wrong
25988,全权,Full Power
25989,矫正,Correction
25990,先付,Pay first
25991,卫生棉,Sanitary napkins
25992,不平,Unfair
25993,专程,Special trip
25994,呼吸困难,trouble breathing
25995,豆瓣,Douban
25996,聯合,United
25997,少佐,Major
25998,真烦,Really annoying
25999,变性,transsexual
26000,大屏幕,Big screen
26001,莫娜,Mona
26002,噪声,noise
26003,特使,special envoy
26004,醉汉,Drunk
26005,得太多,Too much
26006,八万,"80,000"
26007,亲眼见到,See it with your own eyes
26008,不分,No difference
26009,鳕鱼,Cod
26010,会爱上,Will fall in love
26011,对质,Confrontation
26012,考驗,Test
26013,不对头,Not right
26014,样样,Everything
26015,束縛,Constraint
26016,越野,Off-road
26017,每家,Each
26018,費用,Fees
26019,利文,Levin
26020,马虎,careless
26021,波本,Bourbon
26022,根基,Foundation
26023,搜查证,Search Warrant
26024,兆,mega
26025,复发,relapse
26026,前所未见,Unprecedented
26027,划过,Pass
26028,體內,In the body
26029,定时炸弹,Time bomb
26030,圣歌,hymn
26031,她給,She gave
26032,丟掉,Throw away
26033,作秀,Show
26034,杰罗姆,Jerome
26035,一坨,A bunch
26036,概括,Summary
26037,冷得,Cold
26038,泥泞,Muddy
26039,身份证明,Proof of identity
26040,蒋先生,Mr. Jiang
26041,海地,Haiti
26042,下马,dismount
26043,頭兒,Boss
26044,执意,Determined
26045,真烂,It sucks
26046,此时此地,Here and Now
26047,几点钟,What time is it?
26048,莫德,Maud
26049,西裝,Suit
26050,太空站,Space Station
26051,除名,Delisting
26052,少于,less than
26053,糟糕透顶,Terrible
26054,微微,slight
26055,戒律,Discipline
26056,莫林,Maureen
26057,打盹,Napping
26058,达夫,Duff
26059,霸,Tyrant
26060,生產,Production
26061,八分钟,Eight minutes
26062,脱鞋,Take off your shoes
26063,沙利,Sally
26064,金正日,Kim Jong Il
26065,农作物,crop
26066,嚴,Strict
26067,海员,Seaman
26068,不堪一击,Vulnerable
26069,岭,ridge
26070,胖虎,Fat Tiger
26071,寒舍,My humble abode
26072,交税,Pay taxes
26073,沙袋,sandbag
26074,格拉夫,Graf
26075,恍惚,Trance
26076,浴池,Baths
26077,同音,Homophone
26078,没对,No
26079,回忆录,Memoirs
26080,曼德拉,Nelson Mandela
26081,关禁闭,Solitary confinement
26082,自始至终,From beginning to end
26083,人道,humane
26084,唧唧,Chirp
26085,存者,Survivor
26086,王國,Kingdom
26087,蠱惑,Temptation
26088,闪过,Flash
26089,霍特,Holt
26090,歇会儿,Take a break
26091,團結,Unity
26092,免提,hands-free
26093,帕梅拉,Pamela
26094,別怕,Don't be afraid
26095,计划书,Proposal
26096,换回,Exchange
26097,伊格纳,Igna
26098,三岛,Mishima
26099,旁人,Others
26100,很甜,Very sweet
26101,失态,Gaffe
26102,甩开,Get rid of
26103,優勢,Advantages
26104,侄儿,Nephew
26105,荒诞,absurd
26106,蒜,garlic
26107,踏板,pedal
26108,拐弯抹角,Beating around the bush
26109,甶,甶
26110,查尔,Charles
26111,老巢,Old Nest
26112,來來,Come on
26113,珊莎,Sansa
26114,帕特里,Patri
26115,充,charge
26116,礩,未分
26117,漂移,drift
26118,斗牛,Bullfight
26119,喝得,Drink
26120,阿提,Ati
26121,爱咪,Amy
26122,皮博迪,Peabody
26123,新浪,Sina
26124,卷宗,file
26125,销魂,Ecstasy
26126,派人来,Send someone
26127,警务,Police
26128,神智不清,Mental confusion
26129,会伤,Will hurt
26130,防弹背心,Bulletproof vest
26131,声望,prestige
26132,毀了,Destroyed
26133,过桥,Crossing the Bridge
26134,錄像,Video
26135,唐顿,Downton
26136,偏执狂,Paranoia
26137,不得而知,unknown
26138,默多克,Murdoch
26139,两块钱,Two dollars
26140,防身,Self-defense
26141,里士满,Richmond
26142,黑马,Dark Horse
26143,张贴,Post
26144,擎天柱,Optimus Prime
26145,幕府,shogunate
26146,介于,Between
26147,警戒线,Warning Line
26148,业界,industry
26149,挺大,Quite big
26150,先洗,Wash first
26151,喜劇,Comedy
26152,板凳,Bench
26153,松动,Loose
26154,哀求,Begging
26155,热度,heat
26156,看得懂,Understand
26157,六十年代,The Sixties
26158,强迫症,Obsessive-compulsive disorder
26159,孤兒,Orphan
26160,气管,trachea
26161,真該,Really deserve it
26162,談判,Negotiation
26163,汇聚,Convergence
26164,蹿,jump up
26165,手術室,Operating Room
26166,暫停,Pause
26167,警督,Police Inspector
26168,进退两难,dilemma
26169,白鲸,White Whale
26170,血色,color
26171,过滤器,Filters
26172,乐曲,Music
26173,证人席,Witness Stand
26174,屋主,Homeowner
26175,尾部,Tail
26176,叮叮,Ding Ding
26177,忠贞,loyalty
26178,痛不痛,Does it hurt?
26179,柘植,zhezhi
26180,吃不消,Can't handle it
26181,巨乳,big breasts
26182,转折,Turning Point
26183,移居,Migration
26184,很強,Very strong
26185,拜见,Meet
26186,何时何地,When and Where
26187,诺瓦,Nova
26188,伊达,Ida
26189,当值,On Duty
26190,有生,Life
26191,九百,Nine hundred
26192,想先,Want first
26193,美国大使馆,American Embassy
26194,摊牌,showdown
26195,企圖,Attempt
26196,榮耀,Glory
26197,受难,The Passion
26198,同班,Classmate
26199,凝结,Condensation
26200,經,Sutra
26201,薯薯,Shushu
26202,文雅,elegant
26203,休学,Suspension of study
26204,威威,Whiskers
26205,狗窝,kennel
26206,樂趣,Fun
26207,迫,force
26208,隊員,Team Members
26209,證件,Documents
26210,会查,Will check
26211,婚后,After marriage
26212,出兵,send troops
26213,两点钟,Two o'clock
26214,病死,Death
26215,大通,Chase
26216,搞个,Make a
26217,陷落,Fall
26218,渗入,Infiltration
26219,不觉,Unaware
26220,負責人,Person in charge
26221,喷嚏,sneeze
26222,刺眼,Dazzling
26223,怕怕,Afraid
26224,否則後果,Otherwise the consequences
26225,一家之主,Head of the Household
26226,遣返,Repatriation
26227,阿荣,Arong
26228,干坏事,Do bad things
26229,善心,Kindness
26230,之作,Works
26231,怀亚特,Wyatt
26232,断绝关系,Severing Relationship
26233,波妞,Ponyo
26234,璝,璝
26235,双性恋,Bisexuality
26236,能令,Can make
26237,扯下来,Pull it off
26238,巷,lane
26239,着实,Indeed
26240,個性,Personality
26241,赌马,Horse Racing
26242,书中,In the book
26243,核查,Verification
26244,冰棒,Popsicles
26245,试卷,Test Paper
26246,销声匿迹,Disappeared
26247,家用,Home
26248,市集,Market
26249,發財,Get rich
26250,大門,Gate
26251,訂,Order
26252,亚历山德拉,Alexandra
26253,从何说起,Where to start
26254,不需,No
26255,防盗,Anti-theft
26256,借給,Lend
26257,障碍物,obstacle
26258,花边,lace
26259,辛巴,Simba
26260,九点钟,Nine o'clock
26261,杜恩,Doon
26262,侍应,Waiter
26263,影印,Photocopying
26264,希姆莱,Himmler
26265,耳闻,Heard
26266,怎敢,How dare you
26267,过点,Pass
26268,我装,I installed
26269,栖息,Habitat
26270,家长会,Parents' Meeting
26271,西野,Nishino
26272,集团军,Army
26273,李维,Li Wei
26274,卡普,Karp
26275,谈及,Talk about
26276,赶得上,Catch up
26277,羞,shame
26278,中餐,Chinese
26279,合法化,legalization
26280,听信,Believe
26281,负起,Take
26282,農民,Farmers
26283,靈感,Inspiration
26284,不详,Unknown
26285,双唇,Lips
26286,大件,Large items
26287,撒勒人,Sareth
26288,领会,understand
26289,猴哥,Monkey
26290,呆瓜,Idiot
26291,获益,Benefits
26292,蜂巢,honeycomb
26293,逐一,one by one
26294,安吉尔,Angel
26295,口琴,Harmonica
26296,小梅,Xiaomei
26297,炒饭,fried rice
26298,葡萄牙语,Portuguese
26299,大忙人,Busy Man
26300,插图,illustration
26301,祝好,Best wishes
26302,特罗,Tello
26303,翻脸,Fall out
26304,裁,cut
26305,圭多,Guido
26306,跟上来,Catch up
26307,东哥,Dong Ge
26308,陈词滥调,cliche
26309,預約,have an appointment
26310,大陸,Mainland China
26311,破坏性,Destructive
26312,索要,Request
26313,唱的歌,Songs sung
26314,米高梅,MGM
26315,趴下来,Get down
26316,婴儿车,Baby stroller
26317,胺,amine
26318,下垂,Droop
26319,厂里,Factory
26320,痕,mark
26321,澈,Clear
26322,审判长,presiding judge
26323,雅格,Jager
26324,要教,To teach
26325,推下去,Push it down
