中文,English
糟糕透顶,Terrible
微微,slight
戒律,Discipline
莫林,Maureen
打盹,Napping
达夫,Duff
霸,Tyrant
生產,Production
八分钟,Eight minutes
脱鞋,Take off your shoes
沙利,Sally
金正日,Kim Jong Il
农作物,crop
嚴,Strict
海员,Seaman
不堪一击,Vulnerable
岭,ridge
胖虎,Fat Tiger
寒舍,My humble abode
交税,Pay taxes
沙袋,sandbag
格拉夫,Graf
恍惚,Trance
浴池,Baths
同音,Homophone
没对,No
回忆录,Memoirs
曼德拉,Nelson Mandela
关禁闭,Solitary confinement
自始至终,From beginning to end
人道,humane
唧唧,Chirp
存者,Survivor
王國,Kingdom
蠱惑,Temptation
闪过,Flash
霍特,Holt
歇会儿,Take a break
團結,Unity
免提,hands-free
帕梅拉,Pamela
別怕,Don't be afraid
计划书,Proposal
换回,Exchange
伊格纳,Igna
三岛,Mishima
旁人,Others
很甜,Very sweet
失态,Gaffe
甩开,Get rid of
優勢,Advantages
侄儿,Nephew
荒诞,absurd
蒜,garlic
踏板,pedal
拐弯抹角,Beating around the bush
甶,甶
查尔,Charles
老巢,Old Nest
來來,Come on
珊莎,Sansa
帕特里,Patri
充,charge
礩,未分
漂移,drift
斗牛,Bullfight
喝得,Drink
阿提,Ati
爱咪,Amy
皮博迪,Peabody
新浪,Sina
卷宗,file
销魂,Ecstasy
派人来,Send someone
警务,Police
神智不清,Mental confusion
会伤,Will hurt
防弹背心,Bulletproof vest
声望,prestige
毀了,Destroyed
过桥,Crossing the Bridge
錄像,Video
唐顿,Downton
偏执狂,Paranoia
不得而知,unknown
默多克,Murdoch
两块钱,Two dollars
防身,Self-defense
里士满,Richmond
黑马,Dark Horse
张贴,Post
擎天柱,Optimus Prime
幕府,shogunate
介于,Between
警戒线,Warning Line
业界,industry
挺大,Quite big
先洗,Wash first
喜劇,Comedy
板凳,Bench
松动,Loose
哀求,Begging
热度,heat
看得懂,Understand
六十年代,The Sixties
强迫症,Obsessive-compulsive disorder
孤兒,Orphan
气管,trachea
真該,Really deserve it
談判,Negotiation
汇聚,Convergence
蹿,jump up
手術室,Operating Room
暫停,Pause
警督,Police Inspector
进退两难,dilemma
白鲸,White Whale
血色,color
过滤器,Filters
乐曲,Music
证人席,Witness Stand
屋主,Homeowner
尾部,Tail
叮叮,Ding Ding
忠贞,loyalty
痛不痛,Does it hurt?
柘植,zhezhi
吃不消,Can't handle it
巨乳,big breasts
转折,Turning Point
移居,Migration
很強,Very strong
拜见,Meet
何时何地,When and Where
诺瓦,Nova
伊达,Ida
当值,On Duty
有生,Life
九百,Nine hundred
想先,Want first
美国大使馆,American Embassy
摊牌,showdown
企圖,Attempt
榮耀,Glory
受难,The Passion
同班,Classmate
凝结,Condensation
經,Sutra
薯薯,Shushu
文雅,elegant
休学,Suspension of study
威威,Whiskers
狗窝,kennel
樂趣,Fun
迫,force
隊員,Team Members
證件,Documents
会查,Will check
婚后,After marriage
出兵,send troops
两点钟,Two o'clock
病死,Death
大通,Chase
搞个,Make a
陷落,Fall
渗入,Infiltration
不觉,Unaware
負責人,Person in charge
喷嚏,sneeze
刺眼,Dazzling
怕怕,Afraid
否則後果,Otherwise the consequences
一家之主,Head of the Household
遣返,Repatriation
阿荣,Arong
干坏事,Do bad things
善心,Kindness
之作,Works
怀亚特,Wyatt
断绝关系,Severing Relationship
波妞,Ponyo
璝,璝
双性恋,Bisexuality
能令,Can make
扯下来,Pull it off
巷,lane
着实,Indeed
個性,Personality
赌马,Horse Racing
书中,In the book
核查,Verification
冰棒,Popsicles
试卷,Test Paper
销声匿迹,Disappeared
家用,Home
市集,Market
發財,Get rich
大門,Gate
訂,Order
亚历山德拉,Alexandra
从何说起,Where to start
不需,No
防盗,Anti-theft
借給,Lend
障碍物,obstacle
花边,lace
辛巴,Simba
九点钟,Nine o'clock
杜恩,Doon
侍应,Waiter
影印,Photocopying
希姆莱,Himmler
耳闻,Heard
怎敢,How dare you
过点,Pass
我装,I installed
栖息,Habitat
家长会,Parents' Meeting
西野,Nishino
集团军,Army
李维,Li Wei
卡普,Karp
谈及,Talk about
赶得上,Catch up
羞,shame
中餐,Chinese
合法化,legalization
听信,Believe
负起,Take
農民,Farmers
靈感,Inspiration
不详,Unknown
双唇,Lips
大件,Large items
撒勒人,Sareth
领会,understand
猴哥,Monkey
呆瓜,Idiot
获益,Benefits
蜂巢,honeycomb
逐一,one by one
安吉尔,Angel
口琴,Harmonica
小梅,Xiaomei
炒饭,fried rice
葡萄牙语,Portuguese
大忙人,Busy Man
插图,illustration
祝好,Best wishes
特罗,Tello
翻脸,Fall out
裁,cut
圭多,Guido
跟上来,Catch up
东哥,Dong Ge
陈词滥调,cliche
預約,have an appointment
大陸,Mainland China
破坏性,Destructive
索要,Request
唱的歌,Songs sung
米高梅,MGM
趴下来,Get down
婴儿车,Baby stroller
胺,amine
下垂,Droop
厂里,Factory
痕,mark
澈,Clear
审判长,presiding judge
雅格,Jager
要教,To teach
推下去,Push it down
送点,Send some
数码,Digital
臉色,Complexion
看呐,Look
加尔,Gal
剧集,Episodes
合群,Sociable
人带,People belt
得力,Deli
逃狱,Prison Break
插播,Insert
征召,Calling up
小贝,Xiaobei
耳目,Eyes and ears
加尔各答,Kolkata
小迈,Xiao Mai
昏迷不醒,Coma
突击队员,Commando
妈来,Mom is coming
湖面,Lake
隙,gap
财前,Zaizen
不菲,Not cheap
准尉,warrant officer
庙里,Temple
一走,A walk
密苏里州,Missouri
結合,Combine
黄片,Porn
这层,This layer
更重,Heavier
罗娜,Rona
舞台剧,Stage Play
奴,slave
西奥多,Theodore
動物園,Zoo
肥仔,Fatboy
新鞋,New shoes
识相,Be sensible
悠久,long
探索者,Explorer
迪亚,Dia
蠟燭,Candles
疾控中心,Centers for Disease Control and Prevention
全看,View All
地为,Land
出处,Source
抽血,Blood draw
有色人种,People of Color
晋,Jin
幻灯片,Slideshow
悼词,Eulogy
金盆洗手,Retire from the underworld
緄,Naughty
多明,Dominic
香奈儿,Chanel
误差,error
面墙,Wall
名模,Supermodel
傳聞,Rumors
重置,Reset
踩油门,Step on the gas
姜汁,Ginger Ale
類,Class
擅闯,Trespassing
条命,Life
弄混,Mix it up
劫走,Hijack
职业道德,Professional Ethics
电话公司,Telephone Company
小牛肉,veal
那當然,Of course
雷耶斯,Reyes
辛苦工作,Hard work
衰落,Decline
老去,Getting old
密尔顿,Milton
测,Test
采取措施,Take action
加水,Add water
养成,Cultivation
香格里拉,Shangri-La
小饭,Small meal
卿,Qing
或常,Or often
可口可乐,Coca Cola
手推车,trolley
丹尼尔斯,Daniels
烟头,Cigarette butts
总数,total
松本,Matsumoto
号称,Known as
温奇,Winch
自拍,Selfie
赚取,Earn
很熟,Very familiar
八点钟,Eight o'clock
老化,aging
救生,life-saving
喙,beak
惨败,Failure
七分,Seven points
小绿,Little Green
癌细胞,cancer cell
捕杀,Hunting
抢钱,Grab the money
一吨,One ton
情报人员,Intelligence personnel
阿秋,Aqiu
好乖,Good
宝贝儿子,My dear son
高考,College Entrance Examination
自力更生,Self-reliance
威斯康辛,Wisconsin
不哭,Don't cry
百叶窗,Shutters
上百,Hundreds
一厢情愿,Wishful thinking
赔偿金,Compensation
小杯,Small cup
黑山,Montenegro
乱叫,Screaming
幼鸟,Young Bird
最后通牒,Ultimatum
确切的说,To be exact
女妖,Banshee
艾丽卡,Erica
辦事,Office
波及,spread
弹孔,Bullet Holes
上放,Up
简而言之,in short
半月,Half Moon
特别之处,Special Features
肚脐,belly button
带人,Leading people
俄克拉荷马,Oklahoma
奥特,Ott
阿成,Ah Cheng
押金,deposit
伸向,Reach out
亲生父母,Biological parents
成见,prejudice
长命百岁,Live a long life
早死,Early death
三十分,Thirty minutes
破门,Breaking the door
皱,wrinkle
总长,Total length
发亮,Shiny
皮肉,Skin and flesh
韦尔,Weir
禁不住,Can't help
爱得,Love
吔,Yeah
落伍,Outdated
手雷,Grenade
乐手,Musicians
值勤,Duty
去处,place
二十世纪,20th century
红旗,red flag
土司,Toast
电灯,Light
费雪,Fisher
不离,Never leave
榴弹,Grenade
展品,Exhibits
潜质,Potential
说话算话,Keep your word
張開,Open
皮箱,Suitcase
陪葬,Buried
感觉良好,Feel good
爱迪生,Edison
纯种,Purebred
潛艇,Submarine
波斯尼亚,Bosnia
狱长,Warden
希达,Hida
知会,Notify
签过,Signed
附属,Affiliates
减压,reduced pressure
船舶,Ships
工作量,Workload
家过夜,Overnight at home
城中,In the city
代言,Endorsement
基辅,Kyiv
家去,Go Home
国际象棋,Chess
韦斯利,Wesley
克莱夫,Clive
透纳,Turner
赏脸,Honor
饭团,Rice Ball
有违,Violation
周旋,deal with
溪,Creek
枪子,Gun
平壤,Pyongyang
許能,Xu Neng
大神,Great God
小時候,Hours
马琳,Ma Lin
飞蛾,Moth
块头,Block Header
每句话,Every sentence
拉斯基,Lasky
墙角,Corner
自立,self-reliance
芳,Fang
查个,Check
高卢人,Gauls
五元,Five Yuan
学分,credit
太不像话,Too outrageous
胡言,Nonsense
獠牙,Fangs
完美无缺,Perfect
希亚,Shia
地基,foundation
做爱时,During sex
壓,Pressure
一二三四,One Two Three Four
接任,Succession
卢斯,Luce
總得,Always
领结,bow tie
狾,南
坐上,Sit down
摄氏度,Celsius
拐走,Abduct
少管,Less management
伪谓,Pseudo-predicate
重新做人,Restarting a new life
造物,Creation
不堪设想,Unthinkable
诺顿,Norton
庆贺,celebrate
冥界,Underworld
密斯,Mies
特大,Extra Large
渡过难关,Riding the storm
附件,appendix
惦记着,Thinking about
哎呀呀,Oh no
衣架,Coat hanger
简易,simple
塔基,Tower base
文艺复兴,Renaissance
老话,Old saying
浪人,Ronin
下半场,Second Half
慰问,Condolences
阵容,line-up
淫秽,Obscene
内存,Memory
幼稚园,Kindergarten
疯癫,Madness
一动不动,Stay still
扫描仪,Scanner
喺,In
戒毒所,Drug Rehabilitation Center
客户端,Client
起不来,Can't get up
停泊,Mooring
疣,wart
大奖赛,Grand Prix
更要,More importantly
核弹头,Nuclear Warhead
卫星电话,Satellite Phone
好评,Good reviews
东岸,East Coast
达到高潮,Reaching a climax
痛打,Beat
拉扯,Pull
成瘾,Addiction
户,household
滑头,Slippery
下坡,downhill
迟疑,hesitate
自杀式,Suicide
旺盛,exuberant
酒味,Wine
超好,Excellent
高分,High Score
浴衣,bathrobe
里基,Ricky
靠边站,Stand aside
换下,Substitute
卑躬屈膝,to kowtow
第一组,Group 1
小龙,Little Dragon
一职,One position
登顶,Summit
甜甜的,Sweet
跳跳,Jump
情报部门,Intelligence
南方人,Southerner
倒好,Good
班克,Bank
作假,Fake
求援,Call for help
八小时,Eight hours
敬请,Kindly
某地,Somewhere
高楼,High-rise
眃,side room
應得,Deserve
富饶,rich
滑落,slide
百分之五,5%
票子,Tickets
人会来,People will come
橘色,Orange
情报机构,Intelligence agencies
胚胎,Embryo
勒姆,Rum
良多,A lot
清风,Breeze
砋,未分
两辆车,Two cars
行在,Walking
奥立佛,Oliver
继,Continue
真品,Authenticity
和弦,Chords
小帅哥,Little handsome guy
检察厅,Prosecutor's Office
那場,That
輕輕,Lightly
親自,In person
原野,Wilderness
加代,Kayo
辽阔,vast
收银员,Cashier
落幕,Ending
布里斯,Bliss
竹,bamboo
獻,Dedication
里程碑,milestone
分出,Separate
網路,Network
终点线,Finish Line
只靠,Only rely on
猎户座,Orion
蛙,frog
毀掉,Destroy
弗朗茨,Franz
吵得,Noisy
漫畫,Comics
表兄弟,cousin
聊天室,Chat Room
直白,Straightforward
投进,Throw in
加一点,Add a little
坎坷,Hardships
凱特,Kate
迄今,so far
高下,High and Low
蜈蚣,Centipede
女人味,Femininity
漢堡,hamburger
多话,Talkative
小民,Common People
前路,The road ahead
枉,in vain
我的頭,My head
弹得,Play
湊,Sweet
我承認,I admit
桔子,orange
條子,Strip
要往,To go
莽撞,Reckless
邁克爾,Michael
拉莫,Ramo
尼西,Nisi
大庭广众,In public
扒手,pickpocket
往北,Go North
温彻斯特,Winchester
沉到,Sink to
博览会,Expo
响尾蛇,Rattlesnake
鉗,Clamp
数额,Amount
爛,Rotten
陈词,Statement
檯,Table
咽喉,throat
他会用,He will use
這幾天,These days
田纳西州,Tennessee
寒冬,Winter
迪米特里,Dimitri
公约,Convention
鲜艳,Bright
協會,Association
睫毛,eyelash
新潮,Trendy
流言蜚语,Rumors
脑细胞,Brain cells
痔疮,hemorrhoid
同龄,Same age
世家,Family
口子,Mouth
像头,Image
小包,packet
咏春,Wing Chun
风力,Wind
天窗,Skylight
居所,residence
观望,Wait and see
萌芽,bud
散发出,Emit
初学者,beginner
阐述,Explanation
以後再,Later
痛得,Pain
女士优先,Ladies first
磁力,magnetic force
浴巾,bath towel
捷克斯洛伐克,Czechoslovakia
刺绣,embroidery
二十多年,More than 20 years
这棵,This
木已成舟,The die is cast
小胖,Xiaochubby
车身,Body
提神,Refreshing
界山,Boundary Mountain
比试,Competition
吃得下,be able to eat
兵役,military service
布洛迪,Brody
担,Load
最想,Most Wanted
全盘,overall
魔方,rubik's cube
极少,Very rare
撑不下去,Can't hold on
啜泣,Sobbing
使用者,user
君特,Günter
麦克阿瑟,MacArthur
两座,Two
卡特里娜,Katrina
俘获,Capture
次长,Deputy Minister
甊,甊
加拉帕戈斯,Galapagos
干净利落,Clean and neat
中计,Fall into a trap
我見過,I have seen
叫安,Call An
皮诺,Pinot
红色警报,Red Alert
自知,Self-knowledge
停歇,stop
讶异,Surprised
州警,State Police
十元,Ten Yuan
終結,Ending
追缉,Pursuit
小可,Xiaoke
静静的,Quietly
前來,Come
办点,Do it
鹈鹕,Pelicans
交道,Deal
切记,Remember
右派,Right
合力,Join forces
旧约,Old Testament
迪米,Dimi
艾维,Ivy
真挚,sincere
奔走,run
躯壳,Shell
莲恩,Lian En
果仁,Nuts
大嘴,Big Mouth
收紧,Tighten
光阴,time
大喜,Great joy
机组,unit
共產黨,Communist Party
洗净,Wash
覚,覚
要出,To be out
六点半,6:30
手风琴,accordion
打麻将,Play Mahjong
佐罗,Zorro
无暇,Flawless
鲁宾,Rubin
正巧,By chance
坐立不安,Fidgeting
石川,Ishikawa
而亡,Died
先后,First and last
借着,Borrow
入门,getting Started
礁石,reef
丛林中,In the jungle
倔强,stubborn
交租,Pay rent
三口,Three mouths
麦吉尔,McGill
纽卡斯尔,Newcastle
襪子,socks
推移,move
金泳三,Kim Young-sam
潜望镜,periscope
那处,That place
可汗,Khan
回城,Return to the city
利萨,Lisa
摄政,regent
挺直,Straight
憋死,Suffocate
无价之宝,Priceless Treasure
一成,Yicheng
短裙,Short skirt
一來,First
古板,Old-fashioned
清爽,Refreshing
死板,rigid
麻醉药,Anesthetics
帥哥,Handsome
沒變,No change
董,Dong
没伤,No injury
军校,Military Academy
皈依,Taking Refuge
哈尼,Hani
那多,That much
饿肚子,Hungry
頻道,Channel
防弹,bulletproof
百分之一,One percent
騷擾,Harassment
捐助,Donate
待定,To be determined
赤身裸体,Naked
原处,Original location
万次,Ten thousand times
看人,Look at people
斯圖,Stu
小红,Little Red
沒事兒,Nothing
摆出,Lay out
商会,Chamber of Commerce
胡迪尼,Houdini
店面,Storefront
能过,Can pass
公文,Official documents
明说,Clearly
异教,paganism
交错,staggered
车尾,Rear
讲师,lecturer
验血,blood test
参与者,Participants
天道,Heavenly Way
咱得,We have to
希伯来语,Hebrew
手机信号,Cell phone signal
警钟,Alarm bell
每分,Per minute
現在還,Now
无端,Unprovoked
菲菲,Feifei
新民党,New Democratic Party
三长两短,Three long and two short
漸漸,Gradually
羽,feather
秘书处,Secretariat
烹调,Cooking
你贏,You win
易怒,irritability
限于,Limited to
之争,The dispute
拾起,pick up
标,Standard
细倩,Xiqian
最偉大,The Greatest
啡,coffee
營,Camp
布谷,Cuckoo
誘惑,Temptation
仙崎,Senzaki
先问,Ask first
麦洛,Milo
戈德,Gord
租出去,Rent it out
漏油,Oil Leakage
读心术,Mind Reading
趣味,taste
份文件,Documents
棕,Brown
开明,enlightened
不善,Unkind
布鲁特,Brut
说笑话,Tell jokes
张唱片,Records
大娘,aunt
可信度,Credibility
蛀虫,Woodworms
八点半,Half past eight
内会,Internal meeting
落空,Failure
小鬼头,Little devil
紧跟着,Follow
洛蒂,Lottie
始終,Always
歪曲,distort
请留下,Please stay
当好,Be good
漂漂亮亮,Beautiful
讲理,Reasonable
默里,Murray
